ID,Comments
760,sound quality
761,I can listen to my music where ever I want
762,The small size
763,The massive amount of storage capacity as well as the ease of use are the primary factors. I also like the sleek look of the product.
764,Big capacity! Nice design and easy to use.
765,It is nicely designed with great features that are easy to use. The large 60GB capicity is wonderful! I love the color screen.
766,It's ok for working out. I wanted Product A but got this as a gift.
767,"Design perfection; visually attractive, slim, lightweight. Big hard drive"
768,It's large enough to hold all my music and the battery lasts forever
769,color
770,color options
771,It lets me listen to my classic rock whenever I want.
772,The size
773,"portable, light small powerful"
774,conveniance to listen to my music wherever I am. It is able to store all my music so i have whatever i want when i want it.
775,The color
776,convenient size
777,it's compact. i can store loads of songs on it.
778,easy to use
779,Amount of memory
780,"Small, light"
781,Provides entertainment whilst traveling to and from work.
782,can use where and when i want
783,"small, affordable"
784,it is compact
785,"Can store files other than music, small enough to fit in my pocket, and has FM radio"
786,it's reliable.
787,ease of use
788,light
789,Easy to use and it looks cool and i can just drag and drop my music from the pc to it without the need for other programs. It also plays movies.
790,that it is portable
791,it holds alot of songs and is good quality
792,"It stores lots of music, easy to use and good sound quality."
793,It has a radio in it so I can listen to the radio in the morning on the train and to music in the afternoon on the way home.
794,it has a radio tuner too.
795,The number of tracks that it holds
796,rechargable battery
797,its small and convenient
798,appealing aesthetic
799,size and cost
800,Built in radio
801,Easy to carry
802,Small and stylish
803,"Small, fairly cheap"
804,Very cheap with built-in radio and good battery life.
805,It is light and compact
806,Can store lots of music. Is easy to use.
807,It's capacity and ease of use.
808,can take it anywhere
809,decent price
810,"It was a present, I wouldn't have chosen it. I wanted Product A."
811,expensive
812,The screen is hard to see when outside.
813,difficult software
814,"Nothing, I love it!"
815,Battery life seems shorter than advertised.
816,Ubiquitousness; everyone has one.
817,I wish the 40GB model was still available. I have a 20GB model and need more memory.
818,it doesn't have a light.
819,Nothing. I love it.
820,It is in the shop due to a hardware failure.
821,smudges on the display
822,Battery life
823,Technical difficulties setting it up initially and managing the library of songs on my PC.
824,"It is a little heavy, and the battery life isn't long enough."
825,Battery life.
826,nothing
827,battery
828,it was very expensive
829,I find the controls hard to use.
830,so small afraid I'll lose it easily
831,size
832,high price
833,i can't change the color of the outside. I wanted red.
834,window scratches easily
835,didn't come with a belt clip
836,it is old now and big compared to the ones my friends have. i want a newer thinner one but i can't afford it.
837,it is often mistaken for a cell phone.
838,It is expensive.
839,Battery life is limited
840,You have to shut down the device by holding down the pause button. This isn't intuitive and doesn't work as smoothly as I would like. I'd prefer an old-fashioned on and off button.
841,I think that it could be lighter and less expensive. And longer battery life.
842,It's old.
843,Nothing.
844,Transfering the music between devices can be time consuming.
845,scratches easily
846,The cost is the worst part. It makes it difficult to upgrade.
847,needs a longer battery life
848,The buttons are small.
849,Proprietary music format.
850,"nothing, it's awesome"
851,It's really easy to turn it on by accident and run the battery down.
852,"Compared to newer devices, the number of songs it can hold is quite small."
853,uploading songs is too slow.
854,"Well, at first it worked great, cycled thru all CDs, etc. But a few weeks later it only played the current CD and then stopped. Now, for no apparent reason, it repeats the current CD over and over. And yes, I have read the manual!"
855,Nothing!  It is better than anything else out there!
856,Cost
857,"It's so light, light as a feather, that I once accidently left it in my trousers and they both went into the wash!"
858,could be smaller like Product A
859,"It was a bit expensive, but I think it was worth it."
860,battery life
861,loosing all my music if it breaks
862,lack of a screen.
863,Nothing
864,It was slightly confusing to set-up
865,It was rather expensive.
866,Limited space for songs. Not expandable.
867,A little bulky and I have to remember to change my cds before I get sick of the music.
868,Sometimes the reception isn't that great
869,It has no radio.
870,"Interface with my PC, which doesn't always work and which requires you be very careful to ensure you don't accidentally remove music from the device."
871,short battery life
872,Can't rip songs from it.
873,nothing
874,Loss of fidelity due to data compression
875,Battery life is too short.
876,It's somewhat bulky
877,Bulky and heavy to carry
878,Expensive compared to other manufacturers
879,Low battery life
880,hard to rearrange play list on the device
881,The screen
882,not enough space on it
883,would be great if it was not so expensive
884,too expensive
885,"It would be nice if the hard disk capacity were larger. 5Gb would be a sufficent capacity, although I prefer not to sacirifice device size."
886,could be smaller
887,Battery
888,cost
889,You can't use standard batteries in it
890,mine is old and so it hold only 16 songs LOL
891,Its old
892,Too costly still
893,It doesn't hold many songs
894,Too costly.
895,battery goes dead quite fast
896,batteries
897,Battery life is not as good as it should be
898,"It's old and it's so big! Even though it's 20 GB, it's not big enough."
899,"Software is not great. Can only view all songs, not close sections up so you can view just albums or artists. Can only order items alphabetically."
900,nothing
901,Barely any internal storage. I have to purchase seperate storage.
902,"Small capacity, poor user interface for music"
903,Battery life. They're are better players on the market.
904,It is not loud enough
905,Have to charge it.
906,It is too expensive.
907,It's unintuitive menu system.
908,too heavy
909,short battery life
910,Flimsy construction.
911,Nothing
912,The battery life time
913,"battery life is appalling, also ear phones aren't very good"
914,The distinctive earphones are a magnet for muggers.
915,Could do with more storage
916,Too many cables and things hanging around my ears
917,The weight.
918,The battery life could be better
919,Nothing
920,It sometimes freezes.
921,I am quite happy with its current features since it serves my purpose
922,Very limited memory. Slow data speed. Poor battery life.
923,"Doesn't let you take stuff off once it's on there. So when it crashes, and it does, you've lost all your music"
924,Battery life limitations
925,Limited memory
926,Was more expensive than other players.
927,The batteries.
928,Takes time to upload music from CD's
929,Headphones hurt my ear after a while
930,Battery drainage
931,Size
932,size
933,It's not also a phone
934,controls not always easy to manage
935,can only hold about 16 songs
936,earphones are a bit uncomfortable.
937,style is a little clunky
938,Nothing
939,battery life
940,Battery needs to be well-charged.
941,battery life
942,battery life
943,"My player only holds 256 mb of data, so I can't keep as much music on it as I would like."
944,Having to recharge the battery
945,The headphones
946,The price
947,The menus are hard to get to
948,"The color, I wish it came in a variety of colors to choose from."
949,Nothing!
950,Battery life is not quite as advertized.
951,low battery life
952,Nothing as such.
953,low battery life
954,Don't have any complaints.
955,Forgot how to upload new music!
956,It was expensive!
957,Battery life is too low. 12 hours sounds like a lot but it is not.
958,Four hour charge time too long.
959,Display is hard to read. My senior eyes need a bigger dispay.
960,Don't know.
961,It's a little heavy. Also seems a bit delicate.
962,not enough memory
963,Don't like the company.
964,Price
965,sometimes crashes
966,nothing
967,Compromise on the sound quality vs. a real CD
968,"I think it's not intuitive the way it turns off. I just learned last week that you hold down the pause key to shut it off. I was just always letting it shut off on it's own which has probably wasted the battery. Also, I believe that once you wear out the battery (after recharging it for years and years) you need to replace the product."
969,not enough storage for all my music. i have tons of songs.
970,Nothing.  It's fine.
971,Hard drive is too small
972,Wish it had a radio
973,Wish it came in more colors.
974,It's not as attractive as Product A
975,plain looking
976,price
977,too expensive
978,"i hate that i have to load all these song onto it, you would think that they could just put your music on for you."
979,I am not a fan of the company.
980,The battery doesn't seem to last as long as I think it should.
981,Its a little bit too big.
982,low battery
983,Proprietary plugs and software.
984,nothing!
985,not very reliable. battery is too low
986,"There is no menu, so you cannot see what is playing. You can't select a particular track, only move forwards or backwards through the listing. I have no control over the listing other than the order they are copied to the memory."
987,battery life
988,it's quite heavy & bulky.
989,"battery life, incompatibility with some popular music formats"
990,difficultly loading songs
991,I wish it had more space.
992,It's shape
993,I wish it was silver so it would be even less conspicuous
994,Sound quality not too impressive
995,The music management software is weak and so is the amount of storage. I have the 512 MB model and it's still too small.
996,nothing. its cool
997,It eats batteries. I have to buy a new one every couple of days.
998,It synchonizes with my computer very slowly.
999,It doesn't have a lot of memory and holds only a small selection of songs.
1000,too expensive
1001,It doesn't look at cool as Product A.
1002,Color doesn't match any of my cool outfits
1003,I only have a 4 gig. Should have gotten a bigger one.
1004,Weight
1005,It's too big
1006,high price
1007,It needs a better protective case than the one provided with it. I'm always dropping it.
1008,I wish it had longer battery life.
1009,Not enough room for all my music. I need a huge amount of space for all my tunes.
1010,The earbuds are uncomfortable.
1011,I wish it had longer battery life.
1012,It's a bit clunky
1013,Size
1014,I wish I could have videos of my favorites along with my music.
1015,It is too expensive.
1016,not reliable. We have 4 and all of them had to be replaced
1017,Need to change batteries all the time.
1018,nothing
1019,The user manual. The descriptions were not very good.
1020,It is really pricey.
1021,It's bulky
1022,poor menu system
1023,Its battery life.
1024,I want it to be smaller.
1025,I haven't really thought about it since I was given it as a present.
1026,Nothing
1027,All of the necessary accessories do not come with it and they are very expensive.
1028,"too expensive, sound quality could be better, color"
1029,The directions that came with it.
1030,It is large to carry around and the hook they have for your belt doesn't work well.
1031,I don't understand all of the buttons.
1032,It broke the bank.
1033,expensive
1034,The battery does not last long
1035,storage limits
1036,nothing
1037,It was kind of expensive
1038,short battery time and long recharge time
1039,It falls off of the belt clip sometimes.
1040,The battery does not last very long anymore and I can't replace it.
1041,Its accessories cost an arm and a leg.
1042,doesn't list tracks
1043,The batteries don't last as long as I'd like
1044,Less space
1045,I like it but now I wish I had Product A.
1046,It needs more bass
1047,Lousy sound! It doesn't play files I buy online. What a ripoff!
1048,Battery and tends to scratch easily
1049,short time between recharges
1050,battery is lousy
1051,buttons are very small and difficult to control
1052,maybe a little too heavy
1053,The cost.
1054,it is quite expensive to buy
1055,Controls can be a bit fiddly and not quite as cool as Product A
1056,"Its so small, I can never find it"
1057,want a newer one
1058,"Nothing, it's fine."
1059,"battery life poor, small amount of memory, can't download from internet directly"
1060,poor quality headphones
1061,it's already full
1062,quality of headphone
1063,difficult controls
1064,The color.
1065,It uses up the internal batter pretty quickly. Not really a problem for me because I don't listen long at one sitting.
1066,absence of radio
1067,"It's a bit big, sometimes teachers spot me listening to it."
1068,A bit cheap-looking
1069,I can't hear when someone talks to me.
1070,It seems slightly unreliable; I think it is a bit buggy.
1071,Battery life.
1072,"Disconnecting it from the PC. It always has a ""do not disconnect"" message & I have to manually disconnect the setting."
1073,I have to have a handbag to carry it around.
1074,Learning how to download songs was odd and I'm still not crazy about the interface.
1075,"The attempt at copyright protection, which prohibits the use of downloaded music is annoying."
1076,Battery life
1077,Maybe it trivializes the music a bit too much.
1078,The app for playing slongs that comes with the hardware is only so-so. But there are other players available that are really good.
1079,nothing
1080,It came with a bunch of lame songs loaded.
1081,I don't like the headphones that came with the device. They hurt my ears. I had to buy a new pair that were comfortable.
1082,"Poor video quality, not compatible with other audio formats"
1083,It does not sound very good but my folks won't buy me a new one so I'm stuck with it
1084,It is too expensive.
1085,UI is kind of awkward
1086,I wish the battery life was longer. I find that I have to recharge the device often.
1087,battery life
1088,Their website makes it difficult for me to download tunes.
1089,heavy
1090,Battery runs down quickly.
1091,I hate that it doesn't have a colour screen
1092,software
1093,Lack of storage.
1094,Easy to misplace
1095,I don't like the volume control
1096,I wish the battery lasted longer
1097,nothing
1098,It was very hard to set up. I have very little computer experience.
1099,The display smudges easily.
1100,nothing
1101,slippery so you need to buy all sorts of holders and a protective case
1102,its size
1103,I can't find it sometimes because it's so small!
1104,bad battery life
1105,nothing
1106,The case gets scuffed up far too easily
1107,everyone has one
1108,Bulky
1109,battery life could be better
1110,too big...should be the size of a credit card
1111,not as cool and not as easy to use as Product A.
1112,A bit bigger than some of the newer devices.
1113,It is quite heavy. I have to load all the music onto the computer first then download it onto the device which is a bit of a pain.
1114,too big
1115,There are too many new product updates. Would be good if you could see what the next song in your playlist is.
1116,Battery life is terrible. It's too heavy and too unreliable.
1117,I wish it came in pink.
1118,It is too big to carry when exercising
1119,nothing
1120,i don't like that you need a case to stop the screen from becoming scratched.
1121,half-baked software
1122,Colour
1123,Pricey
1124,sound quality
1125,Battery power is not very good
1126,not able to transfer music from Product A
1127,sound quality
1128,interruption
1129,Controls are too small. Geared for younger people with better eyes.
1130,Size. Bit too bulky.
1131,Slow upload times
1132,earphone quality
1133,Nothing.
1134,durability
1135,soemtimes i lose the songs because i have not set up the play list correctly
1136,It uses old technology
1137,high cost
1138,pricey
1139,incompatiability
1140,Capacity
1141,White color.
1142,the batteries run out
1143,It is ugly
1144,It's expensive.
1145,Cost.
1146,screen is easy to scratch
1147,the battery runs out.
1148,control buttons ver small
1149,I have to pay for songs that I already have on CD.
1150,Nothing.
1151,nothing
1152,It's out dated. I want a new one.
1153,Low battery life and everyone else has one.
1154,nothing
1155,None that I can think of
1156,price
1157,More space without more bulkiness
1158,"so far it's all been fine but could you make it in nicer colours, my phone is pink for instance."
1159,the headphones socket is faulty so I have to use tape to fix it which is not great
1160,Nothing. I love everything about it.
1161,not as small as newer versions of other products
1162,Nothing
1163,I have Product A and it doesn't give me options for controlling the order of play.
1164,price and size
1165,too hard to use
1166,I can not hear what anyone else is saying
1167,The sound
1168,Can't show video on the device but new ones can. Cost is too high.
1169,Cost is too much. Can't play video but the new ones can.
1170,Cost is very high. Wish it could play video like the newer model.
1171,It's ulgy
1172,LED screen hard to read.
1173,It was expensive
1174,size
1175,costly
1176,"It was expensive, batteries do not last long."
1177,The battery life
1178,"battery life, some popular music formats cannot be played"
1179,it was expensive
1180,The screen
1181,new batteries are expensive
1182,no complaints.
1183,I had to get it repaired
1184,Doesn't support all music formats
1185,"The headphones, too big"
1186,size
1187,chances of losing it are high
1188,old technology
1189,it is only 256MB
1190,Nothing
1191,it's a bit bulky.
1192,cost
1193,"broke three time within first 6 months, need to be replaced. quality is poor"
1194,It is a bit bulky but i can live with that
1195,hard to figure out
1196,hard to find the songs you want to listen to
1197,not much
1198,It doesn't wirelessly connect to my home stereo.
1199,weight
1200,Transfering tracks to device and categorising
1201,it's quite bulky
1202,non rechargable battery
1203,its small storage capacity
1204,It could be better designed
1205,Sound quality
1206,color
1207,Very short battery life
1208,Random song order and small memory capacity
1209,"Nothing, I love it!"
1210,Colour
1211,Battery life.
1212,Doesn't hold up to casual abuse.
1213,nothing
1214,too big
1215,Low storage
1216,expensive
1217,The screen is hard to see when outside.
1218,difficult software
1219,"Nothing, I love it!"
1220,Battery life seems shorter than advertised.
1221,Ubiquitousness; everyone has one.
1222,I wish the 40GB model was still available. I have a 20GB model and need more memory.
1223,it doesn't have a light.
1224,Nothing. I love it.
1225,It is in the shop due to a hardware failure.
1226,smudges on the display
1227,Battery life
1228,Technical difficulties setting it up initially and managing the library of songs on my PC.
1229,"It is a little heavy, and the battery life isn't long enough."
1230,Battery life.
1231,nothing
1232,battery
1233,it was very expensive
1234,I find the controls hard to use.
1235,so small afraid I'll lose it easily
1236,size
1237,high price
1238,i can't change the color of the outside. I wanted red.
1239,window scratches easily
1240,didn't come with a belt clip
1241,it is old now and big compared to the ones my friends have. i want a newer thinner one but i can't afford it.
1242,it is often mistaken for a cell phone.
1243,It is expensive.
1244,Battery life is limited
1245,You have to shut down the device by holding down the pause button. This isn't intuitive and doesn't work as smoothly as I would like. I'd prefer an old-fashioned on and off button.
1246,I think that it could be lighter and less expensive. And longer battery life.
1247,It's old.
1248,Nothing.
1249,Transfering the music between devices can be time consuming.
1250,scratches easily
1251,The cost is the worst part. It makes it difficult to upgrade.
1252,needs a longer battery life
1253,The buttons are small.
1254,Proprietary music format.
1255,"nothing, it's awesome"
1256,It's really easy to turn it on by accident and run the battery down.
1257,"Compared to newer devices, the number of songs it can hold is quite small."
1258,uploading songs is too slow.
1259,"Well, at first it worked great, cycled thru all CDs, etc. But a few weeks later it only played the current CD and then stopped. Now, for no apparent reason, it repeats the current CD over and over. And yes, I have read the manual!"
1260,Nothing!  It is better than anything else out there!
1261,Cost
1262,"It's so light, light as a feather, that I once accidently left it in my trousers and they both went into the wash!"
1263,could be smaller like Product A
1264,"It was a bit expensive, but I think it was worth it."
1265,battery life
1266,loosing all my music if it breaks
1267,lack of a screen.
1268,Nothing
1269,It was slightly confusing to set-up
1270,It was rather expensive.
1271,Limited space for songs. Not expandable.
1272,A little bulky and I have to remember to change my cds before I get sick of the music.
1273,Sometimes the reception isn't that great
1274,It has no radio.
1275,"Interface with my PC, which doesn't always work and which requires you be very careful to ensure you don't accidentally remove music from the device."
1276,short battery life
1277,Can't rip songs from it.
1278,nothing
1279,Loss of fidelity due to data compression
1280,Battery life is too short.
1281,It's somewhat bulky
1282,Bulky and heavy to carry
1283,Expensive compared to other manufacturers
1284,Low battery life
1285,hard to rearrange play list on the device
1286,The screen
1287,not enough space on it
1288,would be great if it was not so expensive
1289,too expensive
1290,"It would be nice if the hard disk capacity were larger. 5Gb would be a sufficent capacity, although I prefer not to sacirifice device size."
1291,could be smaller
1292,Battery
1293,cost
1294,You can't use standard batteries in it
1295,mine is old and so it hold only 16 songs LOL
1296,Its old
1297,Too costly still
1298,It doesn't hold many songs
1299,Too costly.
1300,battery goes dead quite fast
1301,batteries
1302,Battery life is not as good as it should be
1303,"It's old and it's so big! Even though it's 20 GB, it's not big enough."
1304,"Software is not great. Can only view all songs, not close sections up so you can view just albums or artists. Can only order items alphabetically."
1305,nothing
1306,Barely any internal storage. I have to purchase seperate storage.
1307,"Small capacity, poor user interface for music"
1308,Battery life. They're are better players on the market.
1309,It is not loud enough
1310,Have to charge it.
1311,It is too expensive.
1312,It's unintuitive menu system.
1313,too heavy
1314,short battery life
1315,Flimsy construction.
1316,Nothing
1317,The battery life time
1318,"battery life is appalling, also ear phones aren't very good"
1319,The distinctive earphones are a magnet for muggers.
1320,Could do with more storage
1321,Too many cables and things hanging around my ears
1322,The weight.
1323,The battery life could be better
1324,Nothing
1325,It sometimes freezes.
1326,I am quite happy with its current features since it serves my purpose
1327,Very limited memory. Slow data speed. Poor battery life.
1328,"Doesn't let you take stuff off once it's on there. So when it crashes, and it does, you've lost all your music"
1329,Battery life limitations
1330,Limited memory
1331,Was more expensive than other players.
1332,The batteries.
1333,Takes time to upload music from CD's
1334,Headphones hurt my ear after a while
1335,Battery drainage
1336,Size
1337,size
1338,It's not also a phone
1339,controls not always easy to manage
1340,can only hold about 16 songs
1341,earphones are a bit uncomfortable.
1342,style is a little clunky
1343,Nothing
1344,battery life
1345,Battery needs to be well-charged.
1346,battery life
1347,battery life
1348,"My player only holds 256 mb of data, so I can't keep as much music on it as I would like."
1349,Having to recharge the battery
1350,The headphones
1351,The price
1352,The menus are hard to get to
1353,"The color, I wish it came in a variety of colors to choose from."
1354,Nothing!
1355,Battery life is not quite as advertized.
1356,low battery life
1357,Nothing as such.
1358,low battery life
1359,Don't have any complaints.
1360,Forgot how to upload new music!
1361,It was expensive!
1362,Battery life is too low. 12 hours sounds like a lot but it is not.
1363,Four hour charge time too long.
1364,Display is hard to read. My senior eyes need a bigger dispay.
1365,Don't know.
1366,It's a little heavy. Also seems a bit delicate.
1367,not enough memory
1368,Don't like the company.
1369,Price
1370,sometimes crashes
1371,nothing
1372,Compromise on the sound quality vs. a real CD
1373,"I think it's not intuitive the way it turns off. I just learned last week that you hold down the pause key to shut it off. I was just always letting it shut off on it's own which has probably wasted the battery. Also, I believe that once you wear out the battery (after recharging it for years and years) you need to replace the product."
1374,not enough storage for all my music. i have tons of songs.
1375,Nothing.  It's fine.
1376,Hard drive is too small
1377,Wish it had a radio
1378,Wish it came in more colors.
1379,It's not as attractive as Product A
1380,plain looking
1381,price
1382,too expensive
1383,"i hate that i have to load all these song onto it, you would think that they could just put your music on for you."
1384,I am not a fan of the company.
1385,The battery doesn't seem to last as long as I think it should.
1386,Its a little bit too big.
1387,low battery
1388,Proprietary plugs and software.
1389,nothing!
1390,not very reliable. battery is too low
1391,"There is no menu, so you cannot see what is playing. You can't select a particular track, only move forwards or backwards through the listing. I have no control over the listing other than the order they are copied to the memory."
1392,battery life
1393,it's quite heavy & bulky.
1394,"battery life, incompatibility with some popular music formats"
1395,difficultly loading songs
1396,I wish it had more space.
1397,It's shape
1398,I wish it was silver so it would be even less conspicuous
1399,Sound quality not too impressive
1400,The music management software is weak and so is the amount of storage. I have the 512 MB model and it's still too small.
1401,nothing. its cool
1402,It eats batteries. I have to buy a new one every couple of days.
1403,It synchonizes with my computer very slowly.
1404,It doesn't have a lot of memory and holds only a small selection of songs.
1405,too expensive
1406,It doesn't look at cool as Product A.
1407,Color doesn't match any of my cool outfits
1408,I only have a 4 gig. Should have gotten a bigger one.
1409,Weight
1410,It's too big
1411,high price
1412,It needs a better protective case than the one provided with it. I'm always dropping it.
1413,I wish it had longer battery life.
1414,Not enough room for all my music. I need a huge amount of space for all my tunes.
1415,The earbuds are uncomfortable.
1416,I wish it had longer battery life.
1417,It's a bit clunky
1418,Size
1419,I wish I could have videos of my favorites along with my music.
1420,It is too expensive.
1421,not reliable. We have 4 and all of them had to be replaced
1422,Need to change batteries all the time.
1423,nothing
1424,The user manual. The descriptions were not very good.
1425,It is really pricey.
1426,It's bulky
1427,poor menu system
1428,Its battery life.
1429,I want it to be smaller.
1430,I haven't really thought about it since I was given it as a present.
1431,Nothing
1432,All of the necessary accessories do not come with it and they are very expensive.
1433,"too expensive, sound quality could be better, color"
1434,The directions that came with it.
1435,It is large to carry around and the hook they have for your belt doesn't work well.
1436,I don't understand all of the buttons.
1437,It broke the bank.
1438,expensive
1439,The battery does not last long
1440,storage limits
1441,nothing
1442,It was kind of expensive
1443,short battery time and long recharge time
1444,It falls off of the belt clip sometimes.
1445,The battery does not last very long anymore and I can't replace it.
1446,Its accessories cost an arm and a leg.
1447,doesn't list tracks
1448,The batteries don't last as long as I'd like
1449,Less space
1450,I like it but now I wish I had Product A.
1451,It needs more bass
1452,Lousy sound! It doesn't play files I buy online. What a ripoff!
1453,Battery and tends to scratch easily
1454,short time between recharges
1455,battery is lousy
1456,buttons are very small and difficult to control
1457,maybe a little too heavy
1458,The cost.
1459,it is quite expensive to buy
1460,Controls can be a bit fiddly and not quite as cool as Product A
1461,"Its so small, I can never find it"
1462,want a newer one
1463,"Nothing, it's fine."
1464,"battery life poor, small amount of memory, can't download from internet directly"
1465,poor quality headphones
1466,it's already full
1467,quality of headphone
1468,difficult controls
1469,The color.
1470,It uses up the internal batter pretty quickly. Not really a problem for me because I don't listen long at one sitting.
1471,absence of radio
1472,"It's a bit big, sometimes teachers spot me listening to it."
1473,A bit cheap-looking
1474,I can't hear when someone talks to me.
1475,It seems slightly unreliable; I think it is a bit buggy.
1476,Battery life.
1477,"Disconnecting it from the PC. It always has a ""do not disconnect"" message & I have to manually disconnect the setting."
1478,I have to have a handbag to carry it around.
1479,Learning how to download songs was odd and I'm still not crazy about the interface.
1480,"The attempt at copyright protection, which prohibits the use of downloaded music is annoying."
1481,Battery life
1482,Maybe it trivializes the music a bit too much.
1483,The app for playing slongs that comes with the hardware is only so-so. But there are other players available that are really good.
1484,nothing
1485,It came with a bunch of lame songs loaded.
1486,I don't like the headphones that came with the device. They hurt my ears. I had to buy a new pair that were comfortable.
1487,"Poor video quality, not compatible with other audio formats"
1488,It does not sound very good but my folks won't buy me a new one so I'm stuck with it
1489,It is too expensive.
1490,UI is kind of awkward
1491,I wish the battery life was longer. I find that I have to recharge the device often.
1492,battery life
1493,Their website makes it difficult for me to download tunes.
1494,heavy
1495,Battery runs down quickly.
1496,I hate that it doesn't have a colour screen
1497,software
1498,Lack of storage.
1499,Easy to misplace
1500,I don't like the volume control
1501,I wish the battery lasted longer
1502,nothing
1503,It was very hard to set up. I have very little computer experience.
1504,The display smudges easily.
1505,nothing
1506,slippery so you need to buy all sorts of holders and a protective case
1507,its size
1508,I can't find it sometimes because it's so small!
1509,bad battery life
1510,nothing
1511,The case gets scuffed up far too easily
1512,everyone has one
1513,Bulky
1514,battery life could be better
1515,too big...should be the size of a credit card
1516,not as cool and not as easy to use as Product A.
1517,A bit bigger than some of the newer devices.
1518,It is quite heavy. I have to load all the music onto the computer first then download it onto the device which is a bit of a pain.
1519,too big
1520,There are too many new product updates. Would be good if you could see what the next song in your playlist is.
1521,Battery life is terrible. It's too heavy and too unreliable.
1522,I wish it came in pink.
1523,It is too big to carry when exercising
1524,nothing
1525,i don't like that you need a case to stop the screen from becoming scratched.
1526,half-baked software
1527,Colour
1528,Pricey
1529,sound quality
1530,Battery power is not very good
1531,not able to transfer music from Product A
1532,sound quality
1533,interruption
1534,Controls are too small. Geared for younger people with better eyes.
1535,Size. Bit too bulky.
1536,Slow upload times
1537,earphone quality
1538,Nothing.
1539,durability
1540,soemtimes i lose the songs because i have not set up the play list correctly
1541,It uses old technology
1542,high cost
1543,pricey
1544,incompatiability
1545,Capacity
1546,White color.
1547,the batteries run out
1548,It is ugly
1549,It's expensive.
1550,Cost.
1551,screen is easy to scratch
1552,the battery runs out.
1553,control buttons ver small
1554,I have to pay for songs that I already have on CD.
1555,Nothing.
1556,nothing
1557,It's out dated. I want a new one.
1558,Low battery life and everyone else has one.
1559,nothing
1560,None that I can think of
1561,price
1562,More space without more bulkiness
1563,"so far it's all been fine but could you make it in nicer colours, my phone is pink for instance."
1564,the headphones socket is faulty so I have to use tape to fix it which is not great
1565,Nothing. I love everything about it.
1566,not as small as newer versions of other products
1567,Nothing
1568,I have Product A and it doesn't give me options for controlling the order of play.
1569,price and size
1570,too hard to use
1571,I can not hear what anyone else is saying
1572,The sound
1573,Can't show video on the device but new ones can. Cost is too high.
1574,Cost is too much. Can't play video but the new ones can.
1575,Cost is very high. Wish it could play video like the newer model.
1576,It's ulgy
1577,LED screen hard to read.
1578,It was expensive
1579,size
1580,costly
1581,"It was expensive, batteries do not last long."
1582,The battery life
1583,"battery life, some popular music formats cannot be played"
1584,it was expensive
1585,The screen
1586,new batteries are expensive
1587,no complaints.
1588,I had to get it repaired
1589,Doesn't support all music formats
1590,"The headphones, too big"
1591,size
1592,chances of losing it are high
1593,old technology
1594,it is only 256MB
1595,Nothing
1596,it's a bit bulky.
1597,cost
1598,"broke three time within first 6 months, need to be replaced. quality is poor"
1599,It is a bit bulky but i can live with that
1600,hard to figure out
1601,hard to find the songs you want to listen to
1602,not much
1603,It doesn't wirelessly connect to my home stereo.
1604,weight
1605,Transfering tracks to device and categorising
1606,it's quite bulky
1607,non rechargable battery
1608,its small storage capacity
1609,It could be better designed
1610,Sound quality
1611,color
1612,Very short battery life
1613,Random song order and small memory capacity
1614,"Nothing, I love it!"
1615,Colour
1616,Battery life.
1617,Doesn't hold up to casual abuse.
1618,nothing
1619,too big
1620,Low storage
